group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime,memo
幸福小康,,LUXE厅,中国,上海百丽宫影城（长宁来福士店）,,10:41,刘杰,1596243600,101min,,星期六,8月1日,COURTHOUSE ON HORSEBACK,马背上的法庭,,,11082,,09:00,
幸福小康,,2号厅,中国,SFC上影百联影城（八佰伴IMAX店）,,13:41,刘杰,1596340800,101min,,星期日,8月2日,COURTHOUSE ON HORSEBACK,马背上的法庭,,,11082,,12:00,
幸福小康,,1号厅,中国,上海百丽宫影城（ifc商场店）,,13:35,鹏飞,1595649600,95min,,星期六,7月25日,THE TASTE OF RICE FLOWER,米花之味,,,11086,,12:00,
幸福小康,,1号厅,中国,上海百丽宫影城（ifc商场店）,,13:45,王家乙,1596340800,105min,,星期日,8月2日,FIVE GOLDEN FLOWERS,五朵金花,,,11073,,12:00,
幸福小康,,LUXE厅,中国,上海百丽宫影城（陆家嘴中心店）,,13:40,张暖忻,1596254400,100min,,星期六,8月1日,"GOOD MORNING, BEIJING",北京，你早,,,11077,,12:00,
幸福小康,,LUXE厅,中国,上海百丽宫影城（陆家嘴中心店）,,20:05,鹏飞,1596277800,95min,,星期六,8月1日,THE TASTE OF RICE FLOWER,米花之味,,,11086,,18:30,
幸福小康,,6号STAR MAX厅,中国,橙天嘉禾影城（LuOne凯德晶萃店）,,10:39,杨亚洲,1596330000,99min,,星期日,8月2日,PRETTY BIG FEET,美丽的大脚,,,11081,,09:00,
向大师致敬-费德里科•费里尼,,CINITY厅,意大利,SFC上海影城,,17:09,费德里科·费里尼,1595659800,139min,,星期六,7月25日,8½ (4K),八部半（4K）,0,4K,9194,,14:50,
向大师致敬-费德里科•费里尼,,CINITY厅,意大利,SFC上海影城,,17:46,费德里科·费里尼,1595746200,176min,,星期日,7月26日,THE SWEET LIFE (4K),甜蜜的生活（4K）,0,4K,9193,,14:50,
向大师致敬-费德里科•费里尼,,CINITY厅,意大利,SFC上海影城,,23:00,费德里科·费里尼,1595768400,120min,,星期日,7月26日,ROMA (4K),罗马风情画（4K）,,4K,9197,,21:00,
向大师致敬-费德里科•费里尼,,CINITY厅,意大利,SFC上海影城,,13:49,费德里科·费里尼,1595822400,109min,黑白,星期一,7月27日,THE YOUNG AND THE PASSIONATE (4K),浪荡儿（4K）,0,4K,9190,,12:00,
向大师致敬-费德里科•费里尼,,CINITY厅,意大利,SFC上海影城,,14:01,费德里科·费里尼,1595908800,121min,,星期二,7月28日,THE VOICE OF THE MOON (4K),月吟（4K）,0,4K,9202,,12:00,
向大师致敬-费德里科•费里尼,,LUXE巨幕厅,意大利,红星电影世界上海吴中路旗舰店,,21:26,费德里科·费里尼,1596018600,176min,,星期三,7月29日,THE SWEET LIFE (4K),甜蜜的生活（4K）,,4K,9193,,18:30,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海市沪北电影院,,10:49,费德里科·费里尼,1595638800,109min,黑白,星期六,7月25日,THE YOUNG AND THE PASSIONATE (4K),浪荡儿（4K）,,4K,9190,,09:00,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海市沪北电影院,,13:54,费德里科·费里尼,1596168000,114min,,星期五,7月31日,THE SWINDLE (4K),骗子（4K）,0,4K,9192,,12:00,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,17:46,费德里科·费里尼,1595659800,176min,,星期六,7月25日,THE SWEET LIFE (4K),甜蜜的生活（4K）,0,4K,9193,,14:50,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,14:01,费德里科·费里尼,1595736000,121min,,星期日,7月26日,THE VOICE OF THE MOON (4K),月吟（4K）,0,4K,9202,,12:00,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,17:15,费德里科·费里尼,1595746200,145min,,星期日,7月26日,JULIET OF THE SPIRITS (4K),朱丽叶与魔鬼（4K）,0,4K,9195,,14:50,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,13:54,费德里科·费里尼,1595822400,114min,,星期一,7月27日,THE SWINDLE (4K),骗子（4K）,0,4K,9192,,12:00,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,13:49,费德里科·费里尼,1596081600,109min,黑白,星期四,7月30日,THE YOUNG AND THE PASSIONATE (4K),浪荡儿（4K）,0,4K,9190,,12:00,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,17:09,费德里科·费里尼,1596178200,139min,,星期五,7月31日,8½ (4K),八部半（4K）,0,4K,9194,,14:50,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,23:00,费德里科·费里尼,1596286800,120min,,星期六,8月1日,ROMA (4K),罗马风情画（4K）,,4K,9197,,21:00,
向大师致敬-费德里科•费里尼,,观众厅,意大利,上海美琪大戏院,,13:48,费德里科·费里尼,1596340800,108min,,星期日,8月2日, INTERVISTA (4K),访谈录（4K）,0,4K,9201,,12:00,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海大光明电影院,,17:09,费德里科·费里尼,1595746200,139min,,星期日,7月26日,8½ (4K),八部半（4K）,0,4K,9194,,14:50,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海大光明电影院,,13:49,费德里科·费里尼,1595995200,109min,黑白,星期三,7月29日,THE YOUNG AND THE PASSIONATE (4K),浪荡儿（4K）,0,4K,9190,,12:00,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海大光明电影院,,17:15,费德里科·费里尼,1596005400,145min,,星期三,7月29日,JULIET OF THE SPIRITS (4K),朱丽叶与魔鬼（4K）,0,4K,9195,,14:50,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海大光明电影院,,14:01,费德里科·费里尼,1596168000,121min,,星期五,7月31日,THE VOICE OF THE MOON (4K),月吟（4K）,0,4K,9202,,12:00,
向大师致敬-费德里科•费里尼,,1号厅,意大利,上海大光明电影院,,17:46,费德里科·费里尼,1596264600,176min,,星期六,8月1日,THE SWEET LIFE (4K),甜蜜的生活（4K）,0,4K,9193,,14:50,
向大师致敬-费德里科•费里尼,,2号厅,意大利,国泰电影院,,17:15,费德里科·费里尼,1596005400,145min,,星期三,7月29日,JULIET OF THE SPIRITS (4K),朱丽叶与魔鬼（4K）,0,4K,9195,,14:50,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,11:25,费德里科·费里尼,1595638800,145min,,星期六,7月25日,JULIET OF THE SPIRITS (4K),朱丽叶与魔鬼（4K）,0,4K,9195,,09:00,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,17:09,费德里科·费里尼,1595832600,139min,,星期一,7月27日,8½ (4K),八部半（4K）,0,4K,9194,,14:50,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,17:46,费德里科·费里尼,1595919000,176min,,星期二,7月28日,THE SWEET LIFE (4K),甜蜜的生活（4K）,0,4K,9193,,14:50,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,23:00,费德里科·费里尼,1595941200,120min,,星期二,7月28日,ROMA (4K),罗马风情画（4K）,0,4K,9197,,21:00,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,20:18,费德里科·费里尼,1596018600,108min,,星期三,7月29日, INTERVISTA (4K),访谈录（4K）,,4K,9201,,18:30,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,20:03,费德里科·费里尼,1596191400,93min,,星期五,7月31日,THE CLOWNS (4K),小丑（4K）,,4K,9196,,18:30,
向大师致敬-费德里科•费里尼,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,11:01,费德里科·费里尼,1596243600,121min,,星期六,8月1日,THE VOICE OF THE MOON (4K),月吟（4K）,0,4K,9202,,09:00,
向大师致敬-费德里科•费里尼,,4号厅,意大利,天山电影院-虹桥艺术中心旗舰店,,23:06,费德里科·费里尼,1596373200,126min,,星期日,8月2日,AMARCORD (4K),阿玛柯德（4K）,0,4K,9198,,21:00,
向大师致敬-费德里科•费里尼,,ATMOS厅,意大利,上海和平影都,,20:03,费德里科·费里尼,1595845800,93min,,星期一,7月27日,THE CLOWNS (4K),小丑（4K）,,4K,9196,,18:30,
向大师致敬-费德里科•费里尼,,ATMOS厅,意大利,上海和平影都,,20:18,费德里科·费里尼,1595932200,108min,,星期二,7月28日, INTERVISTA (4K),访谈录（4K）,,4K,9201,,18:30,
向大师致敬-费德里科•费里尼,,ATMOS厅,意大利,上海和平影都,,23:06,费德里科·费里尼,1596200400,126min,,星期五,7月31日,AMARCORD (4K),阿玛柯德（4K）,0,4K,9198,,21:00,
向大师致敬-费德里科•费里尼,,ATMOS厅,意大利,上海和平影都,,17:15,费德里科·费里尼,1596264600,145min,,星期六,8月1日,JULIET OF THE SPIRITS (4K),朱丽叶与魔鬼（4K）,0,4K,9195,,14:50,
向大师致敬-费德里科•费里尼,,1号厅,意大利,曹杨影城,,13:54,费德里科·费里尼,1595649600,114min,,星期六,7月25日,THE SWINDLE (4K),骗子（4K）,0,4K,9192,,12:00,
向大师致敬-费德里科•费里尼,,1号厅,意大利,曹杨影城,,23:00,费德里科·费里尼,1596114000,120min,,星期四,7月30日,ROMA (4K),罗马风情画（4K）,0,4K,9197,,21:00,
向大师致敬-费德里科•费里尼,,1号厅,意大利,曹杨影城,,17:09,费德里科·费里尼,1596351000,139min,,星期日,8月2日,8½ (4K),八部半（4K）,0,4K,9194,,14:50,
向大师致敬-费德里科•费里尼,,6号厅LUXE巨幕,意大利,上海世纪友谊影城,,20:19,费德里科·费里尼,1596364200,109min,黑白,星期日,8月2日,THE YOUNG AND THE PASSIONATE (4K),浪荡儿（4K）,,4K,9190,,18:30,
向大师致敬-费德里科•费里尼,,大剧场,意大利,Fancl艺术中心-艺海剧院,,16:51,费德里科·费里尼,1595659800,121min,,星期六,7月25日,THE VOICE OF THE MOON (4K),月吟（4K）,0,4K,9202,,14:50,
向大师致敬-费德里科•费里尼,,大剧场,意大利,Fancl艺术中心-艺海剧院,,20:03,费德里科·费里尼,1595759400,93min,,星期日,7月26日,THE CLOWNS (4K),小丑（4K）,,4K,9196,,18:30,
向大师致敬-费德里科•费里尼,,大剧场,意大利,Fancl艺术中心-艺海剧院,,23:06,费德里科·费里尼,1595768400,126min,,星期日,7月26日,AMARCORD (4K),阿玛柯德（4K）,0,4K,9198,,21:00,
向大师致敬-费德里科•费里尼,,大剧场,意大利,Fancl艺术中心-艺海剧院,,23:00,费德里科·费里尼,1596027600,120min,,星期三,7月29日,ROMA (4K),罗马风情画（4K）,0,4K,9197,,21:00,
向大师致敬-克洛德•夏布洛尔,,CINITY厅,法国,SFC上海影城,,17:13,克洛德·夏布洛尔,1596264600,143min,,星期六,8月1日,MADAME BOVARY (4K),包法利夫人（4K）,0,4K,9389,,14:50,
向大师致敬-克洛德•夏布洛尔,,CINITY厅,法国,SFC上海影城,,16:42,克洛德·夏布洛尔,1596351000,112min,,星期日,8月2日,A JUDGEMENT IN STONE,冷酷祭典,,,9390,,14:50,
向大师致敬-克洛德•夏布洛尔,,LUXE巨幕厅,法国,红星电影世界上海吴中路旗舰店,,20:22,克洛德·夏布洛尔,1596105000,112min,,星期四,7月30日,A JUDGEMENT IN STONE,冷酷祭典,,,9390,,18:30,
向大师致敬-克洛德•夏布洛尔,,1号厅,法国,上海市沪北电影院,,17:13,克洛德·夏布洛尔,1595746200,143min,,星期日,7月26日,MADAME BOVARY (4K),包法利夫人（4K）,0,4K,9389,,14:50,
向大师致敬-克洛德•夏布洛尔,,1号厅,法国,上海市沪北电影院,,20:12,克洛德·夏布洛尔,1596277800,102min,,星期六,8月1日,THE GOOD TIME GIRLS,好女人们,,,9382,,18:30,
向大师致敬-克洛德•夏布洛尔,,2号厅,法国,上海UA梅龙镇广场电影城,,20:09,克洛德·夏布洛尔,1595759400,99min,,星期日,7月26日,HANDSOME SERGE,漂亮的塞尔吉,,,9379,,18:30,
向大师致敬-克洛德•夏布洛尔,,2号厅,法国,上海UA梅龙镇广场电影城,,20:12,克洛德·夏布洛尔,1596018600,102min,,星期三,7月29日,THE GOOD TIME GIRLS,好女人们,0,,9382,,18:30,
向大师致敬-克洛德•夏布洛尔,,2号厅,法国,SFC上海影城,,13:39,克洛德·夏布洛尔,1595649600,99min,,星期六,7月25日,HANDSOME SERGE,漂亮的塞尔吉,0,,9379,,12:00,
向大师致敬-克洛德•夏布洛尔,,4K激光1号厅,法国,上海百美汇影城（静安嘉里中心店）,,20:22,克洛德·夏布洛尔,1596191400,112min,,星期五,7月31日,A JUDGEMENT IN STONE,冷酷祭典,,,9390,,18:30,
向大师致敬-克洛德•夏布洛尔,,观众厅,法国,上海美琪大戏院,,17:13,克洛德·夏布洛尔,1596351000,143min,,星期日,8月2日,MADAME BOVARY (4K),包法利夫人（4K）,0,4K,9389,,14:50,
向大师致敬-克洛德•夏布洛尔,,1号厅,法国,上海大光明电影院,,17:13,克洛德·夏布洛尔,1595919000,143min,,星期二,7月28日,MADAME BOVARY (4K),包法利夫人（4K）,0,4K,9389,,14:50,
向大师致敬-克洛德•夏布洛尔,,剧院厅,法国,天山电影院-虹桥艺术中心旗舰店,,10:52,克洛德·夏布洛尔,1595984400,112min,,星期三,7月29日,A JUDGEMENT IN STONE,冷酷祭典,,,9390,,09:00,
向大师致敬-克洛德•夏布洛尔,,剧院厅,法国,天山电影院-虹桥艺术中心旗舰店,,17:13,克洛德·夏布洛尔,1596178200,143min,,星期五,7月31日,MADAME BOVARY (4K),包法利夫人（4K）,0,4K,9389,,14:50,
向大师致敬-克洛德•夏布洛尔,,1号厅,法国,SFC上影影城（新衡山店）,,16:42,克洛德·夏布洛尔,1596264600,112min,,星期六,8月1日,A JUDGEMENT IN STONE,冷酷祭典,,,9390,,14:50,
向大师致敬-克洛德•夏布洛尔,,4号厅,法国,SFC上影影城（美罗城店）,,20:12,克洛德·夏布洛尔,1596105000,102min,,星期四,7月30日,THE GOOD TIME GIRLS,好女人们,0,,9382,,18:30,
向大师致敬-克洛德•夏布洛尔,,6号厅LUXE巨幕,法国,上海世纪友谊影城,,20:09,克洛德·夏布洛尔,1595845800,99min,,星期一,7月27日,HANDSOME SERGE,漂亮的塞尔吉,,,9379,,18:30,
向大师致敬-今 敏,,CINITY厅,日本,SFC上海影城,,16:20,今 敏,1595919000,90min,,星期二,7月28日,PAPRIKA,红辣椒,,,9204,,14:50,
向大师致敬-今 敏,,CINITY厅,日本,SFC上海影城,,19:57,今 敏,1595932200,87min,,星期二,7月28日,MILLENNIUM ACTRESS (4K),千年女优（4K）,,4K,9206,,18:30,
向大师致敬-今 敏,,LUXE巨幕厅,日本,红星电影世界上海吴中路旗舰店,,19:57,今 敏,1596364200,87min,,星期日,8月2日,MILLENNIUM ACTRESS (4K),千年女优（4K）,0,4K,9206,,18:30,
向大师致敬-今 敏,,1号厅,日本,上海市沪北电影院,,10:30,今 敏,1595725200,90min,,星期日,7月26日,PAPRIKA,红辣椒,,,9204,,09:00,
向大师致敬-今 敏,,1号厅,日本,上海市沪北电影院,,19:57,今 敏,1595845800,87min,,星期一,7月27日,MILLENNIUM ACTRESS (4K),千年女优（4K）,,4K,9206,,18:30,
向大师致敬-今 敏,,观众厅,日本,上海美琪大戏院,,20:00,今 敏,1596105000,90min,,星期四,7月30日,PAPRIKA,红辣椒,,,9204,,18:30,
向大师致敬-今 敏,,1号厅,日本,上海大光明电影院,,13:27,今 敏,1596254400,87min,,星期六,8月1日,MILLENNIUM ACTRESS (4K),千年女优（4K）,0,4K,9206,,12:00,
向大师致敬-今 敏,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,13:30,今 敏,1595649600,90min,,星期六,7月25日,PAPRIKA,红辣椒,0,,9204,,12:00,
向大师致敬-今 敏,,1号厅,日本,曹杨影城,,19:57,今 敏,1595932200,87min,,星期二,7月28日,MILLENNIUM ACTRESS (4K),千年女优（4K）,0,4K,9206,,18:30,
向大师致敬-今 敏,,大剧场,日本,Fancl艺术中心-艺海剧院,,13:30,今 敏,1596254400,90min,,星期六,8月1日,PAPRIKA,红辣椒,0,,9204,,12:00,
向大师致敬-吴贻弓,,3号厅,中国,SFC上海影城,,13:33,吴贻弓,1595649600,93min,,星期六,7月25日,MY MEMORIES OF OLD BEIJING,城南旧事,0,,9586,,12:00,
向大师致敬-吴贻弓,,3号厅,中国,SFC上海影城,,20:12,吴贻弓,1595673000,102min,,星期六,7月25日,DESCENDANTS OF CONFUCIUS,阙里人家,0,,10598,,18:30,
向大师致敬-吴贻弓,,2号厅,中国,国泰电影院,,20:03,吴贻弓,1596018600,93min,,星期三,7月29日,MY MEMORIES OF OLD BEIJING,城南旧事,0,,9586,,18:30,
向大师致敬-吴贻弓,,4号厅,中国,SFC上影影城（美罗城店）,,16:32,吴贻弓,1596351000,102min,,星期日,8月2日,DESCENDANTS OF CONFUCIUS,阙里人家,0,,10598,,14:50,
向大师致敬-北野武,,CINITY厅,日本,SFC上海影城,,22:56,北野武,1595941200,116min,,星期二,7月28日,ZATOICHI,座头市,0,,9540,,21:00,
向大师致敬-北野武,,CINITY厅,日本,SFC上海影城,,22:34,北野武,1596114000,94min,,星期四,7月30日,SONATINE,奏鸣曲,0,,9538,,21:00,
向大师致敬-北野武,,1号厅,日本,上海市沪北电影院,,13:54,北野武,1596340800,114min,,星期日,8月2日,DOLLS,玩偶,0,,9539,,12:00,
向大师致敬-北野武,,2号厅,日本,上海UA梅龙镇广场电影城,,16:44,北野武,1595659800,114min,,星期六,7月25日,DOLLS,玩偶,,,9539,,14:50,
向大师致敬-北野武,,2号厅,日本,上海UA梅龙镇广场电影城,,22:56,北野武,1596114000,116min,,星期四,7月30日,ZATOICHI,座头市,0,,9540,,21:00,
向大师致敬-北野武,,观众厅,日本,上海美琪大戏院,,22:34,北野武,1595768400,94min,,星期日,7月26日,SONATINE,奏鸣曲,,,9538,,21:00,
向大师致敬-北野武,,1号厅,日本,上海大光明电影院,,13:54,北野武,1596081600,114min,,星期四,7月30日,DOLLS,玩偶,0,,9539,,12:00,
向大师致敬-北野武,,1号厅,日本,上海大光明电影院,,22:42,北野武,1596200400,102min,,星期五,7月31日,VIOLENT COP,凶暴的男人,0,,9537,,21:00,
向大师致敬-北野武,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,22:42,北野武,1595854800,102min,,星期一,7月27日,VIOLENT COP,凶暴的男人,0,,9537,,21:00,
向大师致敬-北野武,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,13:54,北野武,1596168000,114min,,星期五,7月31日,DOLLS,玩偶,0,,9539,,12:00,
向大师致敬-北野武,,ATMOS厅,日本,上海和平影都,,22:56,北野武,1595768400,116min,,星期日,7月26日,ZATOICHI,座头市,0,,9540,,21:00,
向大师致敬-北野武,,1号厅,日本,SFC上影影城（新衡山店）,,22:56,北野武,1595854800,116min,,星期一,7月27日,ZATOICHI,座头市,0,,9540,,21:00,
向大师致敬-北野武,,1号厅,日本,SFC上影影城（新衡山店）,,20:24,北野武,1596364200,114min,,星期日,8月2日,DOLLS,玩偶,,,9539,,18:30,
向大师致敬-北野武,,大剧场,日本,Fancl艺术中心-艺海剧院,,22:56,北野武,1596286800,116min,,星期六,8月1日,ZATOICHI,座头市,0,,9540,,21:00,
官方推荐-名导新作,,LUXE巨幕厅,日本,红星电影世界上海吴中路旗舰店,,17:49,大林宣彦,1596091800,179min,彩色,星期四,7月30日,LABYRINTH OF CINEMA,海边电影院,,,12483,,14:50,
官方推荐-名导新作,,1号厅,日本,上海市沪北电影院,,22:46,萨布,1595854800,106min,彩色,星期一,7月27日,DANCING MARY,与舞灵同行,0,,11970,,21:00,
官方推荐-名导新作,,2号厅,菲律宾,上海UA梅龙镇广场电影城,,16:55,布里兰特·曼多萨,1596264600,125min,彩色,星期六,8月1日,MINDANAO ,棉兰老岛,0,,9981,,14:50,
