group,id,film1,film2,date,weekday,stime,etime,length,cinema,halls_name,director,country,co_production_country,resolving_power,projection_material,film_medium,show_type,memo
单元,影片id,中文名,英文名,日期,星期几,开始时间,结束时间,片长,影院,影厅,导演,制片国家/地区,合拍国,分辨率,特殊介质,色彩,场次类型,备注
“一带一路”电影周,13292,栗树林故事 ,STORIES FROM THE CHESTNUT WOODS,8月2日,星期日,18:30,19:51,81min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,格雷戈·博齐克,斯洛文尼亚,N/A,N/A,N/A,彩色,普通场,N/A
“一带一路”电影周,13384,身临原野,CLOSE TO THE WILD: ON THE PATH OF COUNT SIGMUND SZÉCHENYI,8月2日,星期日,21:00,22:36,96min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,加诺斯·莱纳,匈牙利,N/A,N/A,N/A,彩色+黑白,普通场,N/A
幸福小康,11085,十二公民,12 CITIZENS,8月1日,星期六,18:30,20:18,108min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,徐昂,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11075,人到中年,PEOPLE AT THEIR MIDDLE AGES,8月2日,星期日,12:00,13:38,98min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,王启民 / 孙羽,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11088,我不是药神,DYING TO SURVIVE,8月2日,星期日,14:50,16:47,117min,SFC上海影城,3号厅,文牧野,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11085,十二公民,12 CITIZENS,7月26日,星期日,12:00,13:48,108min,SFC上影百联影城（大上海店）,1号厅,徐昂,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11088,我不是药神,DYING TO SURVIVE,7月26日,星期日,14:50,16:47,117min,SFC上影百联影城（大上海店）,1号厅,文牧野,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11073,五朵金花,FIVE GOLDEN FLOWERS,7月31日,星期五,18:30,20:15,105min,SFC上影百联影城（大上海店）,1号厅,王家乙,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11075,人到中年,PEOPLE AT THEIR MIDDLE AGES,8月1日,星期六,12:00,13:38,98min,SFC上影百联影城（大上海店）,1号厅,王启民 / 孙羽,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11081,美丽的大脚,PRETTY BIG FEET,8月1日,星期六,09:00,10:39,99min,国泰电影院,2号厅,杨亚洲,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11077,北京，你早,"GOOD MORNING, BEIJING",8月2日,星期日,09:00,10:40,100min,CGV影城（白玉兰广场IMAX店）,8号厅,张暖忻,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11082,马背上的法庭,COURTHOUSE ON HORSEBACK,8月1日,星期六,09:00,10:41,101min,上海百丽宫影城（长宁来福士店）,LUXE厅,刘杰,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11082,马背上的法庭,COURTHOUSE ON HORSEBACK,8月2日,星期日,12:00,13:41,101min,SFC上影百联影城（八佰伴IMAX店）,2号厅,刘杰,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11086,米花之味,THE TASTE OF RICE FLOWER,7月25日,星期六,12:00,13:35,95min,上海百丽宫影城（ifc商场店）,1号厅,鹏飞,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11073,五朵金花,FIVE GOLDEN FLOWERS,8月2日,星期日,12:00,13:45,105min,上海百丽宫影城（ifc商场店）,1号厅,王家乙,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11077,北京，你早,"GOOD MORNING, BEIJING",8月1日,星期六,12:00,13:40,100min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,张暖忻,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11086,米花之味,THE TASTE OF RICE FLOWER,8月1日,星期六,18:30,20:05,95min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,鹏飞,中国,N/A,N/A,N/A,N/A,普通场,N/A
幸福小康,11081,美丽的大脚,PRETTY BIG FEET,8月2日,星期日,09:00,10:39,99min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,杨亚洲,中国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9194,八部半（4K）,8½ (4K),7月25日,星期六,14:50,17:09,139min,SFC上海影城,CINITY厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9193,甜蜜的生活（4K）,THE SWEET LIFE (4K),7月26日,星期日,14:50,17:46,176min,SFC上海影城,CINITY厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9197,罗马风情画（4K）,ROMA (4K),7月26日,星期日,21:00,23:00,120min,SFC上海影城,CINITY厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9190,浪荡儿（4K）,THE YOUNG AND THE PASSIONATE (4K),7月27日,星期一,12:00,13:49,109min,SFC上海影城,CINITY厅,费德里科·费里尼,意大利,N/A,4K,N/A,黑白,普通场,N/A
向大师致敬-费德里科•费里尼,9202,月吟（4K）,THE VOICE OF THE MOON (4K),7月28日,星期二,12:00,14:01,121min,SFC上海影城,CINITY厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9193,甜蜜的生活（4K）,THE SWEET LIFE (4K),7月29日,星期三,18:30,21:26,176min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9190,浪荡儿（4K）,THE YOUNG AND THE PASSIONATE (4K),7月25日,星期六,09:00,10:49,109min,上海市沪北电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,黑白,普通场,N/A
向大师致敬-费德里科•费里尼,9192,骗子（4K）,THE SWINDLE (4K),7月31日,星期五,12:00,13:54,114min,上海市沪北电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9193,甜蜜的生活（4K）,THE SWEET LIFE (4K),7月25日,星期六,14:50,17:46,176min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9202,月吟（4K）,THE VOICE OF THE MOON (4K),7月26日,星期日,12:00,14:01,121min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9195,朱丽叶与魔鬼（4K）,JULIET OF THE SPIRITS (4K),7月26日,星期日,14:50,17:15,145min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9192,骗子（4K）,THE SWINDLE (4K),7月27日,星期一,12:00,13:54,114min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9190,浪荡儿（4K）,THE YOUNG AND THE PASSIONATE (4K),7月30日,星期四,12:00,13:49,109min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,黑白,普通场,N/A
向大师致敬-费德里科•费里尼,9194,八部半（4K）,8½ (4K),7月31日,星期五,14:50,17:09,139min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9197,罗马风情画（4K）,ROMA (4K),8月1日,星期六,21:00,23:00,120min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9201,访谈录（4K）, INTERVISTA (4K),8月2日,星期日,12:00,13:48,108min,上海美琪大戏院,观众厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9194,八部半（4K）,8½ (4K),7月26日,星期日,14:50,17:09,139min,上海大光明电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9190,浪荡儿（4K）,THE YOUNG AND THE PASSIONATE (4K),7月29日,星期三,12:00,13:49,109min,上海大光明电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,黑白,普通场,N/A
向大师致敬-费德里科•费里尼,9195,朱丽叶与魔鬼（4K）,JULIET OF THE SPIRITS (4K),7月29日,星期三,14:50,17:15,145min,上海大光明电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9202,月吟（4K）,THE VOICE OF THE MOON (4K),7月31日,星期五,12:00,14:01,121min,上海大光明电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9193,甜蜜的生活（4K）,THE SWEET LIFE (4K),8月1日,星期六,14:50,17:46,176min,上海大光明电影院,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9195,朱丽叶与魔鬼（4K）,JULIET OF THE SPIRITS (4K),7月29日,星期三,14:50,17:15,145min,国泰电影院,2号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9195,朱丽叶与魔鬼（4K）,JULIET OF THE SPIRITS (4K),7月25日,星期六,09:00,11:25,145min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9194,八部半（4K）,8½ (4K),7月27日,星期一,14:50,17:09,139min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9193,甜蜜的生活（4K）,THE SWEET LIFE (4K),7月28日,星期二,14:50,17:46,176min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9197,罗马风情画（4K）,ROMA (4K),7月28日,星期二,21:00,23:00,120min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9201,访谈录（4K）, INTERVISTA (4K),7月29日,星期三,18:30,20:18,108min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9196,小丑（4K）,THE CLOWNS (4K),7月31日,星期五,18:30,20:03,93min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9202,月吟（4K）,THE VOICE OF THE MOON (4K),8月1日,星期六,09:00,11:01,121min,天山电影院-虹桥艺术中心旗舰店,剧院厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9198,阿玛柯德（4K）,AMARCORD (4K),8月2日,星期日,21:00,23:06,126min,天山电影院-虹桥艺术中心旗舰店,4号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9196,小丑（4K）,THE CLOWNS (4K),7月27日,星期一,18:30,20:03,93min,上海和平影都,ATMOS厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9201,访谈录（4K）, INTERVISTA (4K),7月28日,星期二,18:30,20:18,108min,上海和平影都,ATMOS厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9198,阿玛柯德（4K）,AMARCORD (4K),7月31日,星期五,21:00,23:06,126min,上海和平影都,ATMOS厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9195,朱丽叶与魔鬼（4K）,JULIET OF THE SPIRITS (4K),8月1日,星期六,14:50,17:15,145min,上海和平影都,ATMOS厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9192,骗子（4K）,THE SWINDLE (4K),7月25日,星期六,12:00,13:54,114min,曹杨影城,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9197,罗马风情画（4K）,ROMA (4K),7月30日,星期四,21:00,23:00,120min,曹杨影城,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9194,八部半（4K）,8½ (4K),8月2日,星期日,14:50,17:09,139min,曹杨影城,1号厅,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9190,浪荡儿（4K）,THE YOUNG AND THE PASSIONATE (4K),8月2日,星期日,18:30,20:19,109min,上海世纪友谊影城,6号厅LUXE巨幕,费德里科·费里尼,意大利,N/A,4K,N/A,黑白,普通场,N/A
向大师致敬-费德里科•费里尼,9202,月吟（4K）,THE VOICE OF THE MOON (4K),7月25日,星期六,14:50,16:51,121min,Fancl艺术中心-艺海剧院,大剧场,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9196,小丑（4K）,THE CLOWNS (4K),7月26日,星期日,18:30,20:03,93min,Fancl艺术中心-艺海剧院,大剧场,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9198,阿玛柯德（4K）,AMARCORD (4K),7月26日,星期日,21:00,23:06,126min,Fancl艺术中心-艺海剧院,大剧场,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-费德里科•费里尼,9197,罗马风情画（4K）,ROMA (4K),7月29日,星期三,21:00,23:00,120min,Fancl艺术中心-艺海剧院,大剧场,费德里科·费里尼,意大利,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9389,包法利夫人（4K）,MADAME BOVARY (4K),8月1日,星期六,14:50,17:13,143min,SFC上海影城,CINITY厅,克洛德·夏布洛尔,法国,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9390,冷酷祭典,A JUDGEMENT IN STONE,8月2日,星期日,14:50,16:42,112min,SFC上海影城,CINITY厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9390,冷酷祭典,A JUDGEMENT IN STONE,7月30日,星期四,18:30,20:22,112min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9389,包法利夫人（4K）,MADAME BOVARY (4K),7月26日,星期日,14:50,17:13,143min,上海市沪北电影院,1号厅,克洛德·夏布洛尔,法国,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9382,好女人们,THE GOOD TIME GIRLS,8月1日,星期六,18:30,20:12,102min,上海市沪北电影院,1号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9379,漂亮的塞尔吉,HANDSOME SERGE,7月26日,星期日,18:30,20:09,99min,上海UA梅龙镇广场电影城,2号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9382,好女人们,THE GOOD TIME GIRLS,7月29日,星期三,18:30,20:12,102min,上海UA梅龙镇广场电影城,2号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9379,漂亮的塞尔吉,HANDSOME SERGE,7月25日,星期六,12:00,13:39,99min,SFC上海影城,2号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9390,冷酷祭典,A JUDGEMENT IN STONE,7月31日,星期五,18:30,20:22,112min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9389,包法利夫人（4K）,MADAME BOVARY (4K),8月2日,星期日,14:50,17:13,143min,上海美琪大戏院,观众厅,克洛德·夏布洛尔,法国,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9389,包法利夫人（4K）,MADAME BOVARY (4K),7月28日,星期二,14:50,17:13,143min,上海大光明电影院,1号厅,克洛德·夏布洛尔,法国,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9390,冷酷祭典,A JUDGEMENT IN STONE,7月29日,星期三,09:00,10:52,112min,天山电影院-虹桥艺术中心旗舰店,剧院厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9389,包法利夫人（4K）,MADAME BOVARY (4K),7月31日,星期五,14:50,17:13,143min,天山电影院-虹桥艺术中心旗舰店,剧院厅,克洛德·夏布洛尔,法国,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9390,冷酷祭典,A JUDGEMENT IN STONE,8月1日,星期六,14:50,16:42,112min,SFC上影影城（新衡山店）,1号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9382,好女人们,THE GOOD TIME GIRLS,7月30日,星期四,18:30,20:12,102min,SFC上影影城（美罗城店）,4号厅,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-克洛德•夏布洛尔,9379,漂亮的塞尔吉,HANDSOME SERGE,7月27日,星期一,18:30,20:09,99min,上海世纪友谊影城,6号厅LUXE巨幕,克洛德·夏布洛尔,法国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9204,红辣椒,PAPRIKA,7月28日,星期二,14:50,16:20,90min,SFC上海影城,CINITY厅,今 敏,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9206,千年女优（4K）,MILLENNIUM ACTRESS (4K),7月28日,星期二,18:30,19:57,87min,SFC上海影城,CINITY厅,今 敏,日本,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9206,千年女优（4K）,MILLENNIUM ACTRESS (4K),8月2日,星期日,18:30,19:57,87min,红星电影世界上海吴中路旗舰店,LUXE巨幕厅,今 敏,日本,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9204,红辣椒,PAPRIKA,7月26日,星期日,09:00,10:30,90min,上海市沪北电影院,1号厅,今 敏,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9206,千年女优（4K）,MILLENNIUM ACTRESS (4K),7月27日,星期一,18:30,19:57,87min,上海市沪北电影院,1号厅,今 敏,日本,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9204,红辣椒,PAPRIKA,7月30日,星期四,18:30,20:00,90min,上海美琪大戏院,观众厅,今 敏,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9206,千年女优（4K）,MILLENNIUM ACTRESS (4K),8月1日,星期六,12:00,13:27,87min,上海大光明电影院,1号厅,今 敏,日本,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9204,红辣椒,PAPRIKA,7月25日,星期六,12:00,13:30,90min,天山电影院-虹桥艺术中心旗舰店,剧院厅,今 敏,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9206,千年女优（4K）,MILLENNIUM ACTRESS (4K),7月28日,星期二,18:30,19:57,87min,曹杨影城,1号厅,今 敏,日本,N/A,4K,N/A,N/A,普通场,N/A
向大师致敬-今 敏,9204,红辣椒,PAPRIKA,8月1日,星期六,12:00,13:30,90min,Fancl艺术中心-艺海剧院,大剧场,今 敏,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-吴贻弓,9586,城南旧事,MY MEMORIES OF OLD BEIJING,7月25日,星期六,12:00,13:33,93min,SFC上海影城,3号厅,吴贻弓,中国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-吴贻弓,10598,阙里人家,DESCENDANTS OF CONFUCIUS,7月25日,星期六,18:30,20:12,102min,SFC上海影城,3号厅,吴贻弓,中国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-吴贻弓,9586,城南旧事,MY MEMORIES OF OLD BEIJING,7月29日,星期三,18:30,20:03,93min,国泰电影院,2号厅,吴贻弓,中国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-吴贻弓,10598,阙里人家,DESCENDANTS OF CONFUCIUS,8月2日,星期日,14:50,16:32,102min,SFC上影影城（美罗城店）,4号厅,吴贻弓,中国,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-北野武,9540,座头市,ZATOICHI,7月28日,星期二,21:00,22:56,116min,SFC上海影城,CINITY厅,北野武,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-北野武,9538,奏鸣曲,SONATINE,7月30日,星期四,21:00,22:34,94min,SFC上海影城,CINITY厅,北野武,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-北野武,9539,玩偶,DOLLS,8月2日,星期日,12:00,13:54,114min,上海市沪北电影院,1号厅,北野武,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-北野武,9539,玩偶,DOLLS,7月25日,星期六,14:50,16:44,114min,上海UA梅龙镇广场电影城,2号厅,北野武,日本,N/A,N/A,N/A,N/A,普通场,N/A
向大师致敬-北野武,9540,座头市,ZATOICHI,7月30日,星期四,21:00,22:56,116min,上海UA梅龙镇广场电影城,2号厅,北野武,日本,N/A,N/A,N/A,N/A,普通场,N/A
